data_hora,regiao,tipo,idh,indice_pobreza_pct,construcao_irregular_pct,inclinacao_graus,precipitacao_mm,umidade_solo_pct,score_risco,status_ia,alerta_sns
2026-06-03 02:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,18.9,21.0,18.1,Normal,[SQS] Monitoramento estável.
2026-06-03 02:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,18.9,44.6,30.6,Normal,[SQS] Monitoramento estável.
2026-06-03 02:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,18.9,27.9,51.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 03:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,37.7,15.3,25.8,Normal,[SQS] Monitoramento estável.
2026-06-03 03:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,37.7,71.3,48.0,Normal,[SQS] Monitoramento estável.
2026-06-03 03:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,37.7,43.3,65.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 04:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,44.2,76.0,78.5,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 04:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,44.2,42.7,37.3,Normal,[SQS] Monitoramento estável.
2026-06-03 04:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,44.2,48.1,44.3,Normal,[SQS] Monitoramento estável.
2026-06-03 05:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,10.6,25.0,20.6,Normal,[SQS] Monitoramento estável.
2026-06-03 05:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,10.6,74.4,61.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 05:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,10.6,92.2,35.4,Normal,[SQS] Monitoramento estável.
2026-06-03 06:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,21.1,82.6,37.7,Normal,[SQS] Monitoramento estável.
2026-06-03 06:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,21.1,35.2,28.9,Normal,[SQS] Monitoramento estável.
2026-06-03 06:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,21.1,85.6,69.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 07:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,38.8,81.0,46.1,Normal,[SQS] Monitoramento estável.
2026-06-03 07:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,38.8,23.0,59.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 07:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,38.8,90.6,54.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-03 08:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,26.4,61.1,33.9,Normal,[SQS] Monitoramento estável.
2026-06-03 08:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,26.4,68.6,41.6,Normal,[SQS] Monitoramento estável.
2026-06-03 08:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,26.4,80.3,70.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 09:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,54.9,78.8,53.5,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-03 09:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,54.9,29.9,44.2,Normal,[SQS] Monitoramento estável.
2026-06-03 09:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,54.9,19.1,66.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 10:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,25.0,63.5,65.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 10:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,25.0,91.9,47.9,Normal,[SQS] Monitoramento estável.
2026-06-03 10:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,25.0,83.0,39.8,Normal,[SQS] Monitoramento estável.
2026-06-03 11:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,19.3,69.5,32.9,Normal,[SQS] Monitoramento estável.
2026-06-03 11:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,19.3,43.5,30.5,Normal,[SQS] Monitoramento estável.
2026-06-03 11:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,19.3,31.9,52.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 12:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,59.2,63.0,50.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-03 12:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,59.2,75.5,60.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-03 12:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,59.2,67.8,83.5,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 13:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,54.7,25.1,68.5,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 13:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,54.7,84.6,55.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-03 13:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,54.7,33.2,45.1,Normal,[SQS] Monitoramento estável.
2026-06-03 14:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,44.1,47.6,38.7,Normal,[SQS] Monitoramento estável.
2026-06-03 14:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,44.1,61.3,48.2,Normal,[SQS] Monitoramento estável.
2026-06-03 14:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,44.1,87.3,81.8,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 15:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,30.4,66.2,37.5,Normal,[SQS] Monitoramento estável.
2026-06-03 15:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,30.4,32.9,32.9,Normal,[SQS] Monitoramento estável.
2026-06-03 15:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,30.4,67.8,69.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 16:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,53.7,81.0,84.8,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 16:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,53.7,15.7,39.4,Normal,[SQS] Monitoramento estável.
2026-06-03 16:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,53.7,42.2,41.9,Normal,[SQS] Monitoramento estável.
2026-06-03 17:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,16.0,66.4,61.5,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 17:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,16.0,51.5,25.9,Normal,[SQS] Monitoramento estável.
2026-06-03 17:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,16.0,27.9,24.2,Normal,[SQS] Monitoramento estável.
2026-06-03 18:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,5.1,16.4,41.1,Normal,[SQS] Monitoramento estável.
2026-06-03 18:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,5.1,11.7,8.5,Normal,[SQS] Monitoramento estável.
2026-06-03 18:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,5.1,36.1,21.2,Normal,[SQS] Monitoramento estável.
2026-06-03 19:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,59.7,32.1,41.9,Normal,[SQS] Monitoramento estável.
2026-06-03 19:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,59.7,27.0,45.8,Normal,[SQS] Monitoramento estável.
2026-06-03 19:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,59.7,59.7,81.4,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 20:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,16.9,60.3,28.9,Normal,[SQS] Monitoramento estável.
2026-06-03 20:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,16.9,13.3,20.2,Normal,[SQS] Monitoramento estável.
2026-06-03 20:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,16.9,79.0,65.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 21:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,34.2,22.7,26.3,Normal,[SQS] Monitoramento estável.
2026-06-03 21:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,34.2,51.7,40.4,Normal,[SQS] Monitoramento estável.
2026-06-03 21:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,34.2,26.6,58.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-03 22:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,51.2,58.4,45.5,Normal,[SQS] Monitoramento estável.
2026-06-03 22:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,51.2,26.9,41.5,Normal,[SQS] Monitoramento estável.
2026-06-03 22:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,51.2,67.8,79.5,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 23:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,34.2,93.1,78.6,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-03 23:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,34.2,19.4,25.3,Normal,[SQS] Monitoramento estável.
2026-06-03 23:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,34.2,55.2,41.5,Normal,[SQS] Monitoramento estável.
2026-06-04 00:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,37.7,54.7,37.7,Normal,[SQS] Monitoramento estável.
2026-06-04 00:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,37.7,33.8,36.8,Normal,[SQS] Monitoramento estável.
2026-06-04 00:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,37.7,58.1,69.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 01:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,46.3,94.3,53.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-04 01:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,46.3,65.7,50.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-04 01:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,46.3,23.8,63.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 02:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,12.2,79.9,63.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 02:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,12.2,59.7,31.8,Normal,[SQS] Monitoramento estável.
2026-06-04 02:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,12.2,34.8,18.9,Normal,[SQS] Monitoramento estável.
2026-06-04 03:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,54.1,60.4,47.6,Normal,[SQS] Monitoramento estável.
2026-06-04 03:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,54.1,89.8,61.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-04 03:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,54.1,84.6,86.0,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-04 04:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,50.9,55.0,44.4,Normal,[SQS] Monitoramento estável.
2026-06-04 04:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,50.9,24.9,40.7,Normal,[SQS] Monitoramento estável.
2026-06-04 04:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,50.9,32.3,68.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 05:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,19.1,39.4,55.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 05:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,19.1,49.5,32.2,Normal,[SQS] Monitoramento estável.
2026-06-04 05:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,19.1,68.8,32.6,Normal,[SQS] Monitoramento estável.
2026-06-04 06:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,2.6,12.5,38.7,Normal,[SQS] Monitoramento estável.
2026-06-04 06:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,2.6,17.7,9.0,Normal,[SQS] Monitoramento estável.
2026-06-04 06:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,2.6,90.9,36.4,Normal,[SQS] Monitoramento estável.
2026-06-04 07:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,49.9,11.6,30.8,Normal,[SQS] Monitoramento estável.
2026-06-04 07:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,49.9,28.0,41.1,Normal,[SQS] Monitoramento estável.
2026-06-04 07:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,49.9,12.0,62.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 08:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,12.9,87.9,35.2,Normal,[SQS] Monitoramento estável.
2026-06-04 08:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,12.9,52.6,30.0,Normal,[SQS] Monitoramento estável.
2026-06-04 08:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,12.9,52.3,55.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 09:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,56.0,18.4,35.9,Normal,[SQS] Monitoramento estável.
2026-06-04 09:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,56.0,33.5,45.8,Normal,[SQS] Monitoramento estável.
2026-06-04 09:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,56.0,42.1,74.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 10:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,32.7,51.1,34.1,Normal,[SQS] Monitoramento estável.
2026-06-04 10:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,32.7,73.5,46.2,Normal,[SQS] Monitoramento estável.
2026-06-04 10:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,32.7,78.7,73.6,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 11:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,38.5,43.9,66.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 11:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,38.5,80.4,51.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-04 11:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,38.5,28.7,30.3,Normal,[SQS] Monitoramento estável.
2026-06-04 12:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,22.6,18.8,24.7,Normal,[SQS] Monitoramento estável.
2026-06-04 12:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,22.6,67.7,65.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 12:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,22.6,20.9,20.0,Normal,[SQS] Monitoramento estável.
2026-06-04 13:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,49.3,89.7,54.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-04 13:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,49.3,61.6,50.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-04 13:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,49.3,52.4,74.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 14:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,12.3,83.0,33.4,Normal,[SQS] Monitoramento estável.
2026-06-04 14:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,12.3,38.6,25.5,Normal,[SQS] Monitoramento estável.
2026-06-04 14:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,12.3,86.1,65.6,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 15:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,28.4,18.8,22.2,Normal,[SQS] Monitoramento estável.
2026-06-04 15:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,28.4,37.8,33.3,Normal,[SQS] Monitoramento estável.
2026-06-04 15:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,28.4,92.9,75.7,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-04 16:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,17.7,17.6,16.5,Normal,[SQS] Monitoramento estável.
2026-06-04 16:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,17.7,24.1,23.9,Normal,[SQS] Monitoramento estável.
2026-06-04 16:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,17.7,16.6,47.4,Normal,[SQS] Monitoramento estável.
2026-06-04 17:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,12.8,88.6,35.4,Normal,[SQS] Monitoramento estável.
2026-06-04 17:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,12.8,13.8,44.1,Normal,[SQS] Monitoramento estável.
2026-06-04 17:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,12.8,65.7,33.9,Normal,[SQS] Monitoramento estável.
2026-06-04 18:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,25.2,29.4,29.2,Normal,[SQS] Monitoramento estável.
2026-06-04 18:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,25.2,90.9,42.3,Normal,[SQS] Monitoramento estável.
2026-06-04 18:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,25.2,78.8,69.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 19:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,50.0,55.8,44.1,Normal,[SQS] Monitoramento estável.
2026-06-04 19:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,50.0,43.6,45.9,Normal,[SQS] Monitoramento estável.
2026-06-04 19:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,50.0,62.3,77.3,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-04 20:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,43.2,90.9,51.3,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-04 20:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,43.2,66.8,49.4,Normal,[SQS] Monitoramento estável.
